Part1_E,Part3_E,Part11_E
0.015,0.353,0.156
0.024,0.256,0.124
0.021,0.35,0.14
0.023,0.306,0.157
0.017,0.216,0.189
0.015,0.448,0.198
0.024,0.243,0.176
0.016,0.362,0.234
0.023,0.345,0.201
0.018,0.397,0.12
0.01,0.476,0.185
0.012,0.417,0.197
0.017,0.418,0.143
0.019,0.283,0.192
0.023,0.289,0.118
0.015,0.412,0.14
0.02,0.208,0.241
0.015,0.284,0.163
0.019,0.237,0.153
0.016,0.467,0.107
0.024,0.274,0.159
0.012,0.448,0.116
0.011,0.395,0.109
0.021,0.475,0.142
0.023,0.408,0.162
0.017,0.497,0.215
0.016,0.459,0.156
0.016,0.293,0.247
0.02,0.456,0.229
0.016,0.202,0.126
0.02,0.237,0.13
0.021,0.25,0.105
0.012,0.204,0.188
0.02,0.231,0.214
0.015,0.236,0.243
0.014,0.348,0.145
0.022,0.244,0.177
0.021,0.358,0.131
0.012,0.411,0.154
0.013,0.449,0.152
0.023,0.482,0.209
0.012,0.327,0.186
0.015,0.356,0.108
0.025,0.26,0.239
0.012,0.359,0.147
0.014,0.378,0.193
0.011,0.392,0.134
0.02,0.303,0.169
0.013,0.31,0.167
0.019,0.346,0.202
0.022,0.244,0.207
0.022,0.386,0.181
0.02,0.384,0.182
0.023,0.481,0.209
0.024,0.213,0.233
0.025,0.411,0.104
0.011,0.339,0.18
0.023,0.381,0.148
0.017,0.248,0.177
0.023,0.438,0.106
0.024,0.233,0.125
0.021,0.282,0.203
0.02,0.269,0.169
0.025,0.351,0.138
0.017,0.283,0.164
0.012,0.374,0.12
0.017,0.431,0.212
0.011,0.207,0.147
0.021,0.451,0.114
0.016,0.237,0.242
0.021,0.387,0.133
0.012,0.302,0.195
0.024,0.493,0.205
0.016,0.299,0.236
0.024,0.231,0.112
0.023,0.314,0.241
0.023,0.425,0.124
0.024,0.237,0.104
0.02,0.256,0.169
0.022,0.204,0.133
0.021,0.497,0.171
0.013,0.2,0.214
0.017,0.404,0.184
0.012,0.267,0.174
0.019,0.42,0.159
0.025,0.356,0.228
0.015,0.293,0.129
0.011,0.307,0.247
0.011,0.381,0.185
0.011,0.255,0.219
0.011,0.37,0.224
0.013,0.327,0.174
0.017,0.329,0.236
0.02,0.444,0.148
0.015,0.406,0.197
0.013,0.319,0.217
0.022,0.342,0.159
0.014,0.287,0.189
0.024,0.255,0.156
0.015,0.329,0.153
0.019,0.35,0.117
0.013,0.4,0.176
0.022,0.257,0.241
0.024,0.422,0.188
0.011,0.212,0.115
0.012,0.248,0.18
0.02,0.5,0.189
0.014,0.432,0.191
0.015,0.44,0.22
0.018,0.407,0.162
0.012,0.287,0.111
0.021,0.292,0.199
0.024,0.255,0.145
0.015,0.204,0.115
0.025,0.429,0.21
0.024,0.345,0.103
0.012,0.295,0.182
0.02,0.267,0.15
0.024,0.336,0.155
0.021,0.283,0.239
0.017,0.356,0.186
0.02,0.425,0.17
0.021,0.434,0.127
0.016,0.471,0.122
0.015,0.217,0.228
0.016,0.491,0.18
0.022,0.275,0.122
0.013,0.288,0.232
0.024,0.368,0.169
0.022,0.21,0.163
0.01,0.357,0.157
0.016,0.385,0.162
0.011,0.391,0.131
0.023,0.489,0.22
0.016,0.263,0.237
0.011,0.228,0.12
0.024,0.306,0.128
0.018,0.317,0.189
0.022,0.348,0.189
0.017,0.341,0.188
0.021,0.246,0.197
0.017,0.393,0.142
0.024,0.479,0.214
0.011,0.348,0.117
0.017,0.334,0.107
0.02,0.3,0.234
0.017,0.293,0.234
0.019,0.423,0.126
0.014,0.272,0.11
0.014,0.377,0.228
0.012,0.315,0.203
0.011,0.465,0.125
0.011,0.492,0.167
0.014,0.244,0.141
0.01,0.244,0.158
0.02,0.371,0.194
0.024,0.341,0.138
0.011,0.472,0.17
0.012,0.425,0.225
0.016,0.349,0.101
0.021,0.293,0.126
0.018,0.243,0.212
0.023,0.353,0.188
0.013,0.337,0.249
0.014,0.424,0.231
0.019,0.208,0.103
0.017,0.462,0.165
0.014,0.415,0.112
0.021,0.497,0.197
0.019,0.264,0.227
0.013,0.444,0.121
0.018,0.434,0.198
0.02,0.435,0.124
0.021,0.417,0.145
0.018,0.32,0.109
0.018,0.395,0.172
0.016,0.448,0.179
0.021,0.23,0.18
0.016,0.439,0.175
0.022,0.343,0.119
0.018,0.321,0.139
0.012,0.342,0.106
0.014,0.38,0.234
0.013,0.328,0.165
0.017,0.497,0.172
0.013,0.435,0.186
0.013,0.347,0.213
0.025,0.26,0.157
0.019,0.393,0.163
0.021,0.438,0.187
0.013,0.49,0.113
0.011,0.453,0.198
0.023,0.263,0.217
0.017,0.47,0.142
0.013,0.375,0.218
0.018,0.429,0.166
0.018,0.481,0.19
0.025,0.418,0.165
0.016,0.291,0.103
0.014,0.288,0.102
0.021,0.429,0.143
0.02,0.365,0.132
0.012,0.389,0.148
0.021,0.311,0.184
0.022,0.318,0.133
0.022,0.426,0.243
0.016,0.348,0.218
0.019,0.311,0.233
0.017,0.274,0.113
0.022,0.241,0.199
0.022,0.296,0.101
0.02,0.483,0.19
0.012,0.323,0.224
0.02,0.344,0.202
0.01,0.375,0.145
0.015,0.392,0.184
0.015,0.471,0.223
0.013,0.326,0.159
0.022,0.266,0.229
0.019,0.202,0.232
0.017,0.432,0.122
0.021,0.254,0.153
0.015,0.456,0.132
0.013,0.347,0.177
0.02,0.397,0.215
0.019,0.265,0.12
0.024,0.345,0.238
0.014,0.32,0.166
0.012,0.454,0.104
0.013,0.363,0.218
0.02,0.404,0.225
0.011,0.485,0.135
0.023,0.407,0.111
0.013,0.493,0.21
0.019,0.488,0.177
0.013,0.321,0.116
0.015,0.445,0.178
0.023,0.402,0.144
0.012,0.497,0.237
0.013,0.227,0.169
0.015,0.206,0.148
0.017,0.272,0.188
0.012,0.304,0.15
0.011,0.3,0.248
0.013,0.352,0.14
0.02,0.301,0.128
0.012,0.318,0.195
0.022,0.447,0.129
0.019,0.409,0.102
0.015,0.282,0.227
0.019,0.425,0.198
0.014,0.471,0.143
0.011,0.427,0.127
0.01,0.306,0.192
0.012,0.326,0.184
0.011,0.389,0.157
0.019,0.28,0.174
0.018,0.454,0.105
0.022,0.38,0.165
0.02,0.384,0.118
0.015,0.337,0.143
0.011,0.289,0.106
0.012,0.383,0.237
0.023,0.325,0.113
0.022,0.397,0.159
0.012,0.366,0.122
0.02,0.301,0.174
0.014,0.354,0.182
0.012,0.212,0.109
0.016,0.421,0.166
0.013,0.402,0.189
0.022,0.472,0.127
0.023,0.34,0.114
0.018,0.268,0.148
0.015,0.446,0.204
0.025,0.46,0.175
0.013,0.228,0.108
0.023,0.353,0.212
0.013,0.443,0.118
0.018,0.269,0.128
0.019,0.458,0.184
0.023,0.404,0.127
0.024,0.434,0.232
0.021,0.389,0.103
0.016,0.419,0.236
0.018,0.293,0.211
0.012,0.386,0.168
0.016,0.271,0.139
0.018,0.224,0.245
0.01,0.491,0.144
0.022,0.328,0.179
0.016,0.34,0.241
0.017,0.288,0.217
0.012,0.426,0.158
0.017,0.433,0.182
0.018,0.484,0.185
0.014,0.262,0.185
0.024,0.365,0.154
0.025,0.264,0.12
0.024,0.424,0.226
0.01,0.393,0.109
0.011,0.236,0.212
0.012,0.255,0.243
0.016,0.229,0.141
0.018,0.49,0.107
0.022,0.344,0.189
0.023,0.202,0.113
0.019,0.45,0.111
0.021,0.363,0.175
0.015,0.341,0.121
0.015,0.362,0.131
0.019,0.259,0.24
0.025,0.426,0.155
0.013,0.206,0.203
0.013,0.391,0.112
0.023,0.353,0.171
0.018,0.407,0.129
0.014,0.321,0.203
0.018,0.391,0.238
0.022,0.388,0.134
0.018,0.291,0.132
0.025,0.467,0.18
0.024,0.319,0.217
0.016,0.376,0.167
0.017,0.275,0.115
0.014,0.407,0.171
0.021,0.266,0.209
0.014,0.414,0.133
0.023,0.227,0.151
0.016,0.321,0.161
0.014,0.286,0.158
0.016,0.215,0.137
0.024,0.202,0.142
0.015,0.362,0.133
0.021,0.483,0.197
0.014,0.417,0.176
0.015,0.439,0.176
0.015,0.283,0.101
0.02,0.223,0.152
0.023,0.33,0.206
0.015,0.223,0.209
0.01,0.458,0.115
0.019,0.445,0.239
0.012,0.477,0.225
0.024,0.394,0.109
0.015,0.236,0.219
0.025,0.332,0.149
0.018,0.259,0.173
0.016,0.479,0.171
0.014,0.457,0.245
0.012,0.268,0.112
0.02,0.216,0.231
0.021,0.404,0.245
0.018,0.404,0.212
0.011,0.395,0.236
0.018,0.449,0.24
0.023,0.204,0.13
0.019,0.239,0.237
0.023,0.272,0.16
0.013,0.47,0.157
0.022,0.238,0.136
0.016,0.335,0.237
0.022,0.492,0.106
0.014,0.45,0.184
0.016,0.329,0.155
0.012,0.226,0.115
0.019,0.363,0.121
0.012,0.218,0.135
0.025,0.303,0.171
0.024,0.214,0.111
0.025,0.481,0.141
0.022,0.367,0.133
0.014,0.452,0.127
0.023,0.2,0.187
0.016,0.361,0.249
0.024,0.448,0.196
0.014,0.224,0.237
0.011,0.273,0.232
0.021,0.33,0.214
0.018,0.212,0.144
0.015,0.256,0.193
0.015,0.437,0.129
0.025,0.417,0.165
0.024,0.461,0.222
0.017,0.249,0.231
0.013,0.326,0.236
0.022,0.317,0.228
0.022,0.436,0.123
0.021,0.371,0.146
0.019,0.359,0.18
0.024,0.327,0.148
0.023,0.282,0.239
0.015,0.268,0.217
0.02,0.312,0.213
0.015,0.247,0.233
0.018,0.319,0.127
0.011,0.437,0.18
0.015,0.212,0.242
0.014,0.26,0.125
0.014,0.374,0.231
0.019,0.254,0.179
0.02,0.27,0.116
0.024,0.333,0.239
0.018,0.241,0.135
0.025,0.276,0.215
0.011,0.372,0.208
0.01,0.289,0.242
0.022,0.395,0.109
0.011,0.213,0.237
0.016,0.372,0.154
0.015,0.367,0.127
0.01,0.356,0.194
0.024,0.393,0.117
0.024,0.44,0.148
0.024,0.412,0.221
0.017,0.441,0.189
0.01,0.463,0.221
0.019,0.47,0.196
0.023,0.385,0.24
0.018,0.322,0.235
0.019,0.28,0.133
0.02,0.306,0.235
0.021,0.382,0.188
0.015,0.29,0.123
0.012,0.327,0.178
0.021,0.317,0.206
0.023,0.491,0.183
0.025,0.416,0.155
0.016,0.433,0.213
0.012,0.438,0.212
0.011,0.37,0.123
0.024,0.363,0.109
0.012,0.203,0.103
0.012,0.341,0.236
0.019,0.241,0.227
0.014,0.241,0.109
0.023,0.21,0.186
0.017,0.435,0.107
0.023,0.408,0.109
0.014,0.384,0.121
0.021,0.357,0.236
0.024,0.313,0.107
0.012,0.279,0.147
0.019,0.457,0.141
0.017,0.344,0.208
0.018,0.405,0.157
0.022,0.327,0.225
0.025,0.273,0.144
0.011,0.37,0.18
0.025,0.267,0.24
0.014,0.324,0.185
0.018,0.394,0.129
0.016,0.408,0.199
0.024,0.243,0.246
0.018,0.342,0.238
0.015,0.306,0.129
0.02,0.258,0.145
0.016,0.412,0.2
0.015,0.308,0.16
0.02,0.343,0.228
0.013,0.311,0.18
0.018,0.219,0.162
0.02,0.302,0.199
0.012,0.43,0.235
0.017,0.413,0.158
0.017,0.276,0.211
0.019,0.363,0.134
0.021,0.475,0.14
0.022,0.225,0.177
0.012,0.231,0.207
0.011,0.39,0.225
0.014,0.406,0.199
0.013,0.387,0.134
0.022,0.274,0.166
0.015,0.455,0.151
0.011,0.364,0.208
0.015,0.486,0.209
0.024,0.451,0.164
0.024,0.267,0.107
0.023,0.423,0.239
0.021,0.296,0.115
0.014,0.328,0.169
0.018,0.471,0.228
0.011,0.278,0.233
0.012,0.424,0.127
0.019,0.212,0.176
0.011,0.217,0.243
0.024,0.293,0.159
0.021,0.272,0.216
0.024,0.411,0.23
0.021,0.495,0.202
0.018,0.204,0.115
0.015,0.464,0.134
0.018,0.438,0.199
0.02,0.428,0.107
0.019,0.25,0.206
0.023,0.35,0.177
0.015,0.422,0.136
0.011,0.295,0.112
0.023,0.364,0.128
0.011,0.351,0.119
0.012,0.271,0.199
0.018,0.238,0.167
0.023,0.218,0.188
0.012,0.273,0.244
0.017,0.301,0.213
0.02,0.497,0.238
0.019,0.201,0.1
0.014,0.299,0.246
0.013,0.41,0.139
0.022,0.356,0.166
0.014,0.224,0.165
0.013,0.459,0.183
0.023,0.328,0.208
0.02,0.213,0.234
0.024,0.295,0.133
0.018,0.214,0.209
0.019,0.309,0.192
0.019,0.324,0.149
0.019,0.331,0.178
0.016,0.353,0.184
0.021,0.416,0.148
0.01,0.205,0.132
0.025,0.438,0.19
0.017,0.403,0.135
0.024,0.228,0.172
0.01,0.495,0.174
0.024,0.454,0.173
0.01,0.345,0.113
0.016,0.212,0.235
0.019,0.288,0.123
0.013,0.465,0.222
0.011,0.386,0.123
0.014,0.263,0.167
0.016,0.369,0.135
0.017,0.273,0.145
0.013,0.276,0.23
0.01,0.491,0.143
0.021,0.36,0.216
0.023,0.239,0.231
0.025,0.44,0.127
0.014,0.253,0.242
0.016,0.431,0.182
0.023,0.461,0.247
0.022,0.436,0.232
0.014,0.207,0.111
0.012,0.478,0.185
0.015,0.489,0.223
0.015,0.491,0.206
0.011,0.476,0.127
0.014,0.403,0.181
0.018,0.477,0.157
0.017,0.416,0.102
0.02,0.334,0.128
0.02,0.441,0.201
0.022,0.336,0.156
0.016,0.484,0.149
0.023,0.424,0.138
0.015,0.497,0.13
0.017,0.397,0.142
0.015,0.333,0.165
0.023,0.402,0.202
0.014,0.202,0.198
0.013,0.227,0.12
0.017,0.422,0.141
0.022,0.404,0.193
0.024,0.225,0.108
0.014,0.447,0.168
0.016,0.277,0.24
0.019,0.351,0.158
0.013,0.225,0.139
0.022,0.331,0.137
0.014,0.238,0.125
0.013,0.475,0.161
0.019,0.492,0.119
0.014,0.245,0.235
0.01,0.24,0.218
0.012,0.406,0.167
0.013,0.382,0.175
0.013,0.437,0.111
0.017,0.325,0.115
0.017,0.265,0.109
0.018,0.488,0.17
0.023,0.336,0.1
0.022,0.433,0.236
0.02,0.226,0.243
0.012,0.232,0.142
0.017,0.318,0.163
0.015,0.278,0.175
0.021,0.27,0.155
0.016,0.418,0.197
0.02,0.423,0.133
0.013,0.396,0.193
0.023,0.255,0.171
0.015,0.203,0.136
0.025,0.466,0.125
0.02,0.409,0.176
0.013,0.306,0.199
0.017,0.277,0.186
0.015,0.425,0.244
0.019,0.338,0.236
0.018,0.204,0.225
0.021,0.48,0.175
0.019,0.227,0.116
0.017,0.377,0.103
0.021,0.386,0.191
0.011,0.303,0.102
0.014,0.363,0.157
0.014,0.2,0.16
0.015,0.431,0.226
0.01,0.462,0.246
0.018,0.289,0.138
0.014,0.293,0.11
0.022,0.306,0.125
0.011,0.439,0.11
0.021,0.226,0.114
0.018,0.482,0.188
0.02,0.495,0.125
0.024,0.328,0.104
0.021,0.332,0.208
0.014,0.36,0.101
0.02,0.404,0.142
0.021,0.39,0.101
0.011,0.333,0.148
0.019,0.35,0.177
0.019,0.342,0.204
0.022,0.44,0.132
0.024,0.323,0.217
0.018,0.352,0.178
0.016,0.337,0.226
0.023,0.385,0.157
0.011,0.427,0.192
0.023,0.21,0.247
0.018,0.324,0.13
0.016,0.409,0.152
0.013,0.45,0.206
0.011,0.384,0.169
0.02,0.298,0.185
0.012,0.445,0.16
0.012,0.221,0.199
0.017,0.499,0.131
0.015,0.423,0.119
0.021,0.29,0.143
0.025,0.201,0.174
0.019,0.425,0.153
0.025,0.231,0.102
0.017,0.335,0.147
0.017,0.44,0.165
0.019,0.486,0.202
0.015,0.332,0.103
0.018,0.289,0.182
0.024,0.305,0.225
0.013,0.412,0.193
0.014,0.368,0.226
0.017,0.23,0.145
0.012,0.479,0.233
0.016,0.436,0.189
0.019,0.236,0.202
0.019,0.384,0.159
0.013,0.288,0.137
0.022,0.32,0.125
0.013,0.49,0.141
0.019,0.449,0.121
0.013,0.381,0.226
0.018,0.253,0.215
0.015,0.232,0.149
0.011,0.432,0.165
0.013,0.379,0.144
0.014,0.409,0.214
0.012,0.253,0.235
0.018,0.208,0.168
0.025,0.461,0.168
0.014,0.384,0.196
0.024,0.46,0.207
0.02,0.44,0.221
0.024,0.235,0.113
0.019,0.443,0.236
0.023,0.454,0.235
0.024,0.202,0.215
0.012,0.364,0.211
0.015,0.448,0.201
0.01,0.368,0.183
0.019,0.49,0.238
0.016,0.207,0.117
0.021,0.441,0.193
0.011,0.297,0.209
0.011,0.451,0.227
0.015,0.471,0.144
0.017,0.216,0.228
0.016,0.249,0.117
0.018,0.213,0.16
0.013,0.418,0.167
0.021,0.47,0.122
0.015,0.25,0.14
0.021,0.254,0.138
0.02,0.462,0.152
0.017,0.469,0.113
0.011,0.333,0.236
0.023,0.203,0.178
0.013,0.317,0.165
0.015,0.473,0.245
0.024,0.332,0.168
0.019,0.468,0.229
0.021,0.248,0.132
0.012,0.478,0.165
0.017,0.418,0.102
0.019,0.454,0.128
0.025,0.283,0.19
0.024,0.48,0.183
0.017,0.365,0.23
0.017,0.23,0.161
0.02,0.349,0.175
0.012,0.302,0.228
0.017,0.245,0.151
0.021,0.295,0.191
0.01,0.482,0.207
0.023,0.245,0.169
0.017,0.355,0.228
0.017,0.321,0.107
0.018,0.279,0.145
0.019,0.453,0.13
0.014,0.367,0.248
0.021,0.379,0.156
0.023,0.426,0.12
0.01,0.319,0.234
0.014,0.211,0.25
0.024,0.225,0.111
0.011,0.223,0.194
0.017,0.224,0.23
0.016,0.268,0.24
0.022,0.473,0.202
0.019,0.421,0.179
0.012,0.473,0.172
0.019,0.459,0.216
0.012,0.417,0.136
0.022,0.251,0.142
0.018,0.311,0.106
0.023,0.399,0.181
0.016,0.329,0.247
0.021,0.271,0.247
0.013,0.288,0.242
0.018,0.28,0.131
0.023,0.381,0.145
0.023,0.301,0.164
0.019,0.265,0.101
0.016,0.428,0.208
0.013,0.207,0.201
0.015,0.477,0.146
0.013,0.49,0.198
0.019,0.247,0.203
0.021,0.482,0.143
0.015,0.248,0.125
0.015,0.443,0.152
0.011,0.339,0.149
0.024,0.242,0.201
0.024,0.232,0.24
0.013,0.496,0.15
0.021,0.32,0.202
0.013,0.366,0.189
0.012,0.226,0.172
0.012,0.499,0.195
0.019,0.246,0.106
0.015,0.214,0.181
0.025,0.41,0.101
0.013,0.205,0.168
0.019,0.39,0.125
0.01,0.407,0.15
0.019,0.287,0.11
0.022,0.463,0.197
0.013,0.279,0.106
0.015,0.359,0.205
0.018,0.218,0.18
0.021,0.388,0.121
0.023,0.485,0.224
0.014,0.323,0.223
0.018,0.468,0.177
0.011,0.387,0.163
0.023,0.477,0.155
0.019,0.456,0.119
0.021,0.439,0.212
0.022,0.446,0.163
0.024,0.435,0.24
0.02,0.282,0.149
0.013,0.306,0.163
0.021,0.492,0.108
0.013,0.275,0.133
0.017,0.227,0.21
0.021,0.371,0.184
0.025,0.401,0.236
0.018,0.406,0.186
0.024,0.374,0.2
0.019,0.297,0.107
0.015,0.248,0.152
0.017,0.245,0.21
0.015,0.336,0.12
0.011,0.292,0.107
0.018,0.417,0.215
0.017,0.415,0.111
0.024,0.431,0.223
0.015,0.324,0.139
0.018,0.331,0.209
0.018,0.245,0.196
0.016,0.429,0.239
0.011,0.385,0.221
0.011,0.301,0.238
0.019,0.476,0.13
0.014,0.297,0.152
0.018,0.277,0.183
0.023,0.213,0.221
0.013,0.408,0.106
0.02,0.331,0.11
0.018,0.227,0.142
0.018,0.327,0.244
0.016,0.223,0.183
0.021,0.42,0.118
0.019,0.287,0.163
0.013,0.417,0.198
0.02,0.221,0.126
0.018,0.468,0.243
0.013,0.44,0.222
0.018,0.273,0.185
0.024,0.276,0.17
0.015,0.495,0.22
0.014,0.246,0.233
0.014,0.351,0.107
0.024,0.339,0.23
0.013,0.342,0.188
0.011,0.335,0.123
0.017,0.466,0.239
0.019,0.321,0.208
0.021,0.288,0.207
0.025,0.333,0.204
0.021,0.413,0.208
0.02,0.487,0.2
0.016,0.258,0.246
0.016,0.445,0.189
0.014,0.333,0.171
0.024,0.208,0.116
0.016,0.216,0.142
0.023,0.267,0.148
0.022,0.474,0.163
0.012,0.315,0.199
0.024,0.266,0.14
0.02,0.476,0.202
0.011,0.433,0.209
0.012,0.263,0.106
0.021,0.289,0.151
0.017,0.363,0.126
0.021,0.257,0.24
0.024,0.319,0.134
0.013,0.38,0.213
0.011,0.22,0.209
0.018,0.304,0.101
0.014,0.275,0.195
0.024,0.224,0.103
0.016,0.489,0.18
0.022,0.318,0.207
0.011,0.337,0.122
0.025,0.312,0.142
0.018,0.424,0.181
0.022,0.238,0.14
0.02,0.385,0.243
0.024,0.318,0.113
0.019,0.241,0.219
0.016,0.213,0.205
0.017,0.347,0.115
0.023,0.453,0.12
0.021,0.333,0.228
0.012,0.217,0.117
0.012,0.368,0.124
0.019,0.406,0.106
0.021,0.436,0.192
0.011,0.345,0.215
0.018,0.24,0.24
0.024,0.416,0.117
0.019,0.484,0.221
0.016,0.22,0.115
0.012,0.407,0.204
0.01,0.358,0.18
0.024,0.35,0.167
0.022,0.379,0.193
0.013,0.23,0.103
0.019,0.372,0.168
0.017,0.44,0.103
0.015,0.485,0.214
0.023,0.422,0.173
0.017,0.388,0.109
0.011,0.37,0.237
0.018,0.241,0.139
0.022,0.334,0.242
0.017,0.455,0.137
0.019,0.406,0.201
0.02,0.355,0.131
0.024,0.48,0.125
0.021,0.421,0.142
0.011,0.218,0.162
0.018,0.378,0.169
0.014,0.396,0.237
0.011,0.451,0.128
0.016,0.234,0.226
0.015,0.337,0.234
0.025,0.396,0.158
0.022,0.238,0.176
0.023,0.248,0.169
0.021,0.387,0.226
0.023,0.423,0.109
0.017,0.354,0.143
0.017,0.415,0.218
0.019,0.217,0.244
0.017,0.372,0.117
0.023,0.307,0.205
0.018,0.479,0.138
0.024,0.429,0.155
0.014,0.279,0.247
0.014,0.484,0.17
0.025,0.367,0.249
0.018,0.334,0.189
0.019,0.324,0.141
0.011,0.389,0.141
0.023,0.341,0.24
0.018,0.309,0.23
0.016,0.306,0.128
0.021,0.36,0.106
0.012,0.317,0.244
0.016,0.323,0.24
0.017,0.332,0.248
0.018,0.31,0.212
0.016,0.364,0.142
0.011,0.414,0.167
0.018,0.213,0.203
0.022,0.476,0.172
0.013,0.398,0.154
0.021,0.477,0.143
0.016,0.314,0.243
0.011,0.262,0.108
0.024,0.478,0.116
0.012,0.273,0.225
0.019,0.201,0.196
0.015,0.409,0.249
0.011,0.474,0.123
0.015,0.361,0.222
0.024,0.303,0.111
0.019,0.232,0.191
0.025,0.261,0.19
0.013,0.474,0.127
0.01,0.365,0.128
0.017,0.31,0.135
0.019,0.472,0.148
0.013,0.262,0.225
0.021,0.293,0.112
0.013,0.229,0.237
0.01,0.334,0.137
0.021,0.255,0.111
0.023,0.363,0.197
0.018,0.383,0.139
0.024,0.248,0.187
0.017,0.394,0.173
0.011,0.432,0.13
0.014,0.335,0.223
0.015,0.223,0.13
0.017,0.456,0.211
0.019,0.288,0.165
0.01,0.256,0.172
0.019,0.408,0.151
0.023,0.387,0.205
0.016,0.243,0.209
0.018,0.319,0.169
0.023,0.45,0.13
0.019,0.491,0.148
0.018,0.284,0.105
0.013,0.219,0.147
0.016,0.266,0.161
0.011,0.283,0.135
0.018,0.406,0.18
0.013,0.263,0.214
0.015,0.334,0.15
0.023,0.295,0.166
0.01,0.237,0.198
0.014,0.309,0.191
0.019,0.332,0.141
0.021,0.438,0.104
0.022,0.373,0.179
0.019,0.301,0.195
0.014,0.428,0.157
0.016,0.212,0.161
0.018,0.378,0.151
0.019,0.283,0.14
0.013,0.386,0.175
0.023,0.387,0.213
0.024,0.308,0.222
0.021,0.22,0.239
0.019,0.472,0.164
0.023,0.367,0.124
0.012,0.286,0.165
0.011,0.273,0.25
0.024,0.348,0.248
0.012,0.326,0.121
0.012,0.41,0.167
0.021,0.408,0.174
0.013,0.453,0.193
0.02,0.477,0.239
0.019,0.384,0.122
0.016,0.23,0.196
0.017,0.245,0.219
0.011,0.334,0.114
0.013,0.313,0.225
0.014,0.37,0.114
0.015,0.252,0.215
0.015,0.345,0.174
0.022,0.471,0.188
0.016,0.261,0.243
0.022,0.403,0.242
0.014,0.276,0.159
0.015,0.42,0.229
0.02,0.318,0.125
0.019,0.375,0.184
0.019,0.468,0.236
0.023,0.497,0.162
0.021,0.49,0.218
0.02,0.332,0.246
0.011,0.411,0.201
0.01,0.463,0.22
0.019,0.218,0.142
0.023,0.444,0.206
0.01,0.268,0.21
0.016,0.317,0.228
0.016,0.448,0.168
0.01,0.207,0.104
0.018,0.293,0.188
0.015,0.231,0.111
0.023,0.346,0.189
0.019,0.374,0.201
0.024,0.379,0.121
0.023,0.352,0.16
0.015,0.467,0.117
0.016,0.463,0.113
0.012,0.241,0.242
0.021,0.383,0.12
0.019,0.336,0.112
0.022,0.311,0.142
0.021,0.436,0.11
0.019,0.3,0.109
0.011,0.353,0.195
0.023,0.419,0.215
0.02,0.222,0.213
0.018,0.343,0.241
0.012,0.49,0.12
0.011,0.332,0.118
0.015,0.33,0.123
0.024,0.3,0.238
0.014,0.213,0.218
0.014,0.451,0.161
0.017,0.343,0.18
0.025,0.43,0.106
0.017,0.451,0.14
0.016,0.491,0.189
0.016,0.276,0.18
0.012,0.33,0.212
0.02,0.387,0.128
0.022,0.469,0.176
0.017,0.279,0.208
0.021,0.401,0.114
0.017,0.263,0.176
0.021,0.447,0.158
0.02,0.348,0.196
0.017,0.217,0.135
0.019,0.346,0.223
0.017,0.316,0.186
0.014,0.436,0.165
0.015,0.349,0.177
0.016,0.403,0.189
0.02,0.414,0.172
0.013,0.449,0.243
0.022,0.465,0.145
0.024,0.435,0.195
0.014,0.407,0.189
0.015,0.229,0.105
0.018,0.27,0.171
0.011,0.294,0.211
0.023,0.46,0.179
0.024,0.359,0.148
0.012,0.472,0.112
0.012,0.251,0.113
0.018,0.419,0.193
0.011,0.373,0.195
0.021,0.339,0.218
0.013,0.488,0.25
0.01,0.468,0.129
0.019,0.474,0.141
0.019,0.32,0.215
0.012,0.202,0.242
0.019,0.471,0.138
0.022,0.259,0.153
0.017,0.314,0.118
0.02,0.215,0.213
0.017,0.42,0.241
0.013,0.375,0.122
0.014,0.273,0.107
0.019,0.498,0.246
0.01,0.413,0.104
0.01,0.424,0.127
0.013,0.401,0.175
0.025,0.228,0.191
0.011,0.224,0.122
0.013,0.393,0.166
0.013,0.471,0.204
0.012,0.454,0.213
0.02,0.443,0.215
0.011,0.271,0.106
0.011,0.41,0.218
0.02,0.253,0.199
0.023,0.335,0.205
0.021,0.322,0.122
0.025,0.434,0.147
0.01,0.305,0.213
0.014,0.289,0.193
0.021,0.421,0.228
0.017,0.345,0.152
0.016,0.392,0.103
0.022,0.467,0.122
0.019,0.476,0.247
0.021,0.314,0.186
0.015,0.313,0.108
0.015,0.408,0.195
0.023,0.471,0.155
0.019,0.391,0.219
0.018,0.309,0.24
0.021,0.392,0.164
0.011,0.488,0.159
0.012,0.437,0.121
0.012,0.269,0.172
0.011,0.43,0.232
0.014,0.423,0.166
0.018,0.438,0.134
0.021,0.26,0.21
0.013,0.421,0.214
0.012,0.204,0.172
0.024,0.428,0.134
0.021,0.322,0.139
0.011,0.359,0.181
0.015,0.296,0.218
0.022,0.241,0.172
0.014,0.496,0.226
0.019,0.473,0.194
0.01,0.397,0.162
0.02,0.349,0.102
0.016,0.332,0.107
0.015,0.352,0.205
0.011,0.37,0.12
0.013,0.305,0.113
0.019,0.379,0.178
0.014,0.438,0.121
0.021,0.403,0.12
0.015,0.38,0.229
0.013,0.258,0.191
0.016,0.228,0.142
0.015,0.322,0.231
0.014,0.248,0.101
0.01,0.224,0.221
0.013,0.452,0.116
0.011,0.498,0.198
0.011,0.379,0.128
0.022,0.472,0.146
0.025,0.297,0.229
0.011,0.332,0.136
